MW;1-2;2-2;3-2;4-2;5-2;6-2;7-2;8-2;9-2;10-2;11-2;12-2;13-2;14-2;15-2;16-2;17-2;18-2;19-2;20-2;21-2;22-2;23-2
40,2447;141,4492;180,5377;183,9054;264,3947;133,9673;113,8167;213,5621;100,8309;93,3593;53,3771;173,7228;212,2799;120,8801;224,5242;259,5228;172,4715;368,5165;69,6111;412,5326;95,0065;193,3792;260,2101;104,4309
40,4819;133,4159;174,8893;178,4087;258,4675;132,9497;113,1587;202,3287;95,8767;95,0137;50,6246;168,1547;193,502;119,0069;216,1032;251,1114;171,5135;357,411;66,0704;417,1573;96,1912;187,1996;253,3854;100,8909
40,7192;129,9444;173,9546;176,1194;250,9974;131,8166;117,2246;203,0329;90,4027;96,5151;50,2911;159,5018;173,5566;115,6841;201,7527;243,9734;178,4685;348,1556;59,8918;427,1666;92,0037;181,6817;246,559;101,6313
40,9564;126,8745;166,2387;172,4414;243,0469;129,8294;111,5338;196,8449;82,0029;98,9851;47,7316;150,8247;157,6181;111,8372;191,5014;235,0568;170,5562;332,0577;57,4083;427,289;86,4036;179,3195;247,4491;97,1222
41,1936;119,499;161,4346;166,3172;238,0254;131,2524;106,1341;189,4879;80,364;101,8446;40,4128;152,3314;152,4356;109,5906;194,6518;226,9145;170,3892;309,4623;56,6944;421,2214;82,0948;178,3874;234,9158;93,7409
41,4309;116,1161;156,1822;154,9324;232,6657;132,9824;101,5099;185,3408;80,9466;97,5598;37,8738;142,3386;152,8214;111,8136;190,3773;224,5941;179,8283;283,5975;55,3344;403,5129;85,7079;178,5636;223,1261;90,4077
41,6681;110,5681;151,5842;153,7167;222,9386;128,4819;99,0522;184,1512;77,0761;92,0099;39,7994;150,0525;147,0294;111,4244;181,4016;222,491;177,0746;269,9037;53,412;385,5257;90,0542;175,4879;212,5309;87,9124
41,9053;107,3583;148,1081;152,6455;217,3824;126,3913;100,3578;180,2096;73,2851;91,2507;39,3149;152,699;135,1109;106,6075;179,0806;219,8693;161,2833;262,5584;55,6278;373,3455;91,117;167,8619;208,9856;87,2309
42,1426;102,1882;142,5883;151,4153;214,5965;127,3002;99,4398;175,6373;71,3817;88,6887;39,4972;146,4393;125,92;104,7196;169,9303;215,2848;147,9394;255,6684;49,7531;379,1154;83,223;165,4672;207,5337;85,6666
42,3798;95,8411;139,4983;141,4953;210,1859;124,761;95,4544;164,2258;70,0589;84,3917;39,4209;137,8809;122,5837;104,7344;167,1238;213,1218;145,4188;238,3157;47,8387;375,4017;83,9209;163,8037;213,5054;80,2442
42,6171;93,0291;134,786;132,3231;206,4261;126,4959;89,4931;157,9655;66,8056;81,7477;36,6147;145,2101;121,3916;102,5967;165,8858;216,3154;136,3279;215,3954;50,9783;358,9879;83,3501;164,2835;207,623;76,1832
42,8543;93,2304;130,4781;129,5179;194,4945;130,4703;87,5702;158,9367;64,8037;81,8416;32,1818;141,6296;123,8659;101,4703;172,1302;208,6723;130,9871;201,7337;47,687;346,7482;84,0076;162,5071;188,1393;72,0508
43,0915;86,7222;127,3093;130,462;188,1898;128,2186;86,1703;164,5443;62,5873;80,2186;32,5883;137,859;123,7177;103,7363;170,2729;198,7308;132,9161;190,9362;43,5595;333,89;84,7702;158,2986;175,785;70,6314
43,3288;83,3647;121,5902;127,7312;182,8746;125,7114;85,7431;156,2081;61,2288;76,5805;34,4596;127,3132;123,5203;102,8194;172,7822;203,6218;130,9901;186,1947;46,5097;322,912;78,3833;148,9671;174,1413;73,1065
43,566;82,5048;118,5127;119,7103;177,2456;124,9085;84,7225;155,8645;62,9026;76,1078;34,1762;128,5483;128,2702;98,2033;166,0861;205,7335;138,4237;183,4462;47,5204;307,7743;75,8479;141,3682;180,9838;71,9136
43,8032;79,0592;119,4949;113,9986;172,6264;116,7013;77,9575;153,8003;61,8164;71,2427;32,5425;120,4489;123,44;91,7212;154,6075;205,3521;140,6974;167,707;45,1947;306,7486;72,2645;138,8231;172,4755;70,9714
44,0405;73,0435;115,3624;109,5503;166,9312;115,5844;76,3095;147,7106;59,6712;65,196;31,406;113,4913;120,0765;89,046;160,3122;205,8654;132,4354;158,7315;42,5471;295,0995;66,3468;139,2116;167,9863;68,1047
44,2777;71,1008;109,4057;106,7647;161,1796;116,7408;76,6262;147,3657;55,2015;62,3653;33,8359;118,1492;124,9429;87,82;158,6202;201,0284;133,5056;150,7673;41,9646;288,9935;65,4829;138,2579;167,3341;60,7399
44,515;66,7479;109,7527;106,5229;161,4674;107,8905;73,7387;136,3498;55,3184;61,6912;35,3294;115,7712;127,3449;89,1413;157,6571;195,2108;123,0267;142,085;41,5806;277,4496;63,4091;137,0981;160,7713;57,1474
44,7522;62,7428;108,9626;102,1771;160,4585;105,5424;71,1078;131,6347;57,2085;60,6689;32,8799;116,9971;133,932;92,7614;158,0505;187,1394;114,2007;141,8651;40,4782;261,4735;60,776;136,168;155,9187;58,9522
44,9894;61,483;103,8086;97,6311;150,9886;105,0694;63,1117;132,3018;59,7574;57,1174;33,0654;117,7467;141,0769;92,2304;150,6376;187,719;110,8027;143,2905;40,3618;251,0924;57,0041;135,8103;155,0245;55,5635
