MW;1-1;2-1;3-1;4-1;5-1;6-1;7-1;8-1;9-1;10-1;11-1;12-1;13-1;14-1;15-1;16-1;17-1;18-1;19-1;20-1;21-1;22-1;23-1
16,5086;400,9596;425,9887;231,8662;240,106;1513,3759;170,2161;179,1328;133,8849;203,9022;299,6239;420,0957;265,2794;126,3138;304,2727;257,8387;351,8906;288,7402;130,0537;461,312;311,0467;354,4491;281,2531;201,9244
16,7121;391,3117;425,0991;227,7864;247,8616;1354,2659;176,9571;177,7841;132,531;202,6986;273,8841;438,4747;257,5841;122,5856;287,4979;247,5302;339,1028;297,3494;122,7972;462,5449;296,354;346,6819;286,1245;192,5483
16,9157;379,075;412,4116;221,887;253,568;1203,827;182,7023;178,5408;128,5717;197,3065;251,7686;453,0226;270,6156;121,2901;279,8558;235,8725;328,4995;310,5861;123,1717;462,1064;284,1077;327,463;284,1988;176,8862
17,1193;365,7493;392,9594;209,3545;259,7042;1054,9593;195,3663;181,3098;117,8954;195,0301;230,6391;454,9603;276,13;113,7826;277,5551;227,4587;306,9176;316,7782;113,3062;464,5883;262,8647;319,2295;279,1443;167,544
17,3228;345,4788;362,6589;193,5936;264,0894;904,9053;203,8252;189,2855;109,9494;193,6941;207,1115;453,7616;269,0735;106,6444;269,0216;209,8245;288,7038;319,0556;109,789;461,0674;242,1632;310,5718;275,3524;170,7372
17,5264;321,3104;330,4572;177,7517;260,2756;759,3504;206,6405;184,1477;100,4909;184,2369;180,6869;452,0135;262,5216;102,8578;259,0024;183,4094;270,2229;304,4328;106,9416;451,8871;234,0539;308,9261;253,5389;167,7954
17,73;294,4402;310,7294;161,4363;251,4809;626,6496;214,8041;190,2721;94,5116;175,792;160,5182;440,149;256,808;98,7551;249,864;175,2404;253,4193;293,9828;102,8269;436,6854;221,4575;316,8148;228,5649;157,1059
17,9335;261,3178;274,0103;146,3826;233,1293;517,5725;217,607;181,6952;92,4834;167,8508;149,6047;415,5195;243,3158;98,5727;238,4081;174,6657;265,4395;279,2544;94,0265;416,4992;202,5163;312,6229;213,9429;148,8374
18,1371;231,7335;254,024;132,7165;214,3602;429,0562;215,2847;174,6553;80,5208;158,8205;143,4812;391,7861;222,0718;97,939;232,0475;171,6725;307,7554;276,2598;89,6607;401,2411;192,4374;315,8728;183,9224;143,069
18,3407;202,3408;226,3832;120,073;200,7363;361,4547;211,2554;180,5608;81,3928;149,1541;137,3464;372,1932;207,241;90,3531;225,6704;165,3435;225,9889;271,7269;87,6736;403,7774;196,3385;318,8116;161,5954;138,9031
18,5442;183,666;205,4446;105,8149;181,0768;317,7795;195,1079;180,5109;74,7675;140,287;133,4693;341,1974;191,4328;100,3917;214,8945;158,9798;236,4911;248,6616;94,1207;404,1439;189,1124;315,3285;140,2362;139,4941
18,7478;167,8861;180,9199;91,0623;158,9251;275,8563;182,1633;168,6739;77,3974;141,0453;140,1013;308,1351;172,55;97,8923;207,28;156,4436;177,8989;231,5553;93,9584;385,7678;187,9276;313,4129;131,4581;139,5262
18,9513;158,8814;167,7932;83,6063;136,4721;240,7423;169,467;163,8811;80,5368;135,0376;141,2054;267,4431;154,9086;95,5793;204,875;164,2144;166,2529;230,5976;95,7859;366,5255;189,662;308,8165;121,7247;131,328
19,1549;157,0269;162,8094;77,5426;123,9672;207,2955;154,4097;165,1403;84,396;125,104;141,0522;245,7427;136,7098;96,3573;200,9262;159,4213;163,1507;223,3081;88,1564;357,8856;179,4;298,4534;116,1233;122,5457
19,3585;152,3475;159,9962;75,262;113,045;194,0994;136,3897;148,6558;80,2947;116,8505;146,2827;237,008;122,1107;100,2791;194,9424;159,2126;158,9012;212,3323;85,8149;352,2362;171,7244;292,1039;109,1702;119,6577
19,562;149,6811;156,0446;69,6466;108,7532;185,8184;123,7567;147,7647;77,4964;114,9705;154,0903;228,9861;114,5396;95,3677;187,8225;162,3778;151,3747;210,9595;84,834;344,382;174,7814;285,7767;111,3733;117,2181
19,7656;147,8207;151,1103;63,4976;101,9975;180,67;115,4977;154,2371;81,0692;115,0512;158,4714;228,5872;107,1823;92,3696;179,768;163,8211;148,7221;213,4898;89,6122;338,3967;175,9369;288,4513;118,779;122,0175
19,9692;148,6529;146,9357;64,8031;98,6912;177,6641;104,3873;153,013;77,98;111,7088;164,7662;213,7333;98,1547;98,0227;180,4214;161,6395;147,8457;221,6303;84,8265;336,476;168,7974;278,0507;117,4745;118,1487
20,1727;150,7576;148,2883;63,9366;95,2547;177,135;96,9815;144,7126;71,1436;106,7036;171,7108;210,0843;95,6334;98,6694;179,1509;157,5328;146,6241;230,1403;80,0873;331,8452;167,8019;268,2067;116,1856;116,3068
20,3763;147,8507;150,0713;67,0193;94,3606;182,2772;90,3123;150,6139;72,6792;102,1671;175,741;215,8555;96,1671;94,9506;182,3598;150,9371;145,5604;235,2621;87,378;321,1857;161,8369;247,3153;115,1322;115,2875
20,5798;147,2469;148,2906;67,6719;94,0984;190,6568;88,0707;149,107;77,5827;100,2535;175,8491;221,6354;95,0606;96,8672;178,2095;144,2675;144,1227;243,6694;91,4735;312,1637;152,6598;226,6025;118,0113;113,0089
20,7834;145,692;150,8196;66,8902;96,6656;200,9058;83,815;150,8514;75,1786;99,8075;178,0697;225,9683;97,0434;95,3679;179,8024;142,7309;137,8069;253,8414;89,3451;310,1841;150,5036;214,2266;126,6576;113,1169
20,987;144,8281;153,2403;66,3001;98,5396;213,0959;81,3642;153,6008;71,5045;96,4275;175,3447;227,3971;100,7865;93,4411;179,831;144,2573;134,8426;260,4742;92,9696;301,5382;149,1618;203,9903;127,1027;112,0386
21,1905;143,0364;146,2505;63,3485;97,3496;223,9352;83,4681;149,6372;72,3818;94,3092;174,1843;230,8028;100,839;100,4513;177,8188;141,1854;133,9575;251,3775;99,4049;298,1943;145,9594;202,2438;129,5588;107,5417
21,3941;135,318;136,7344;62,4236;96,0966;231,64;81,3715;142,4131;75,0995;96,3691;161,5688;236,5266;95,8014;105,1515;179,4642;135,8086;127,7974;245,1437;99,676;286,9061;141,5715;201,0221;133,1535;104,7489
21,5977;127,6538;128,7871;63,791;92,9825;225,4733;77,8265;132,7199;76,2688;95,5961;147,9279;236,9544;94,1771;102,3288;172,6287;132,9654;125,0077;237,4321;96,301;275,1653;132,2557;187,4092;122,1803;102,261
21,8012;123,8915;126,5208;62,7007;90,6058;225,1934;79,7583;129,4068;73,2398;88,708;144,8652;237,5839;96,3761;105,5555;165,2813;134,2075;126,2735;237,1296;91,0411;261,5343;125,8639;179,809;119,6106;98,4443
22,0048;121,4975;122,1583;62,5512;91,5084;228,4429;81,7305;127,9147;77,9308;89,0404;134,8681;236,2162;105,359;113,8765;166,861;146,9203;130,6991;217,7319;88,5433;254,4695;125,7716;177,5556;116,596;98,1786
22,2084;115,5218;121,5975;65,6483;84,454;232,8599;82,1587;124,8384;76,6108;84,978;130,8208;218,4342;96,6825;119,3867;173,3331;154,1318;134,9474;207,6157;91,8491;239,7642;131,1678;182,5558;108,4781;101,1258
22,4119;115,2922;121,8375;65,4824;81,0135;227,8242;84,8322;122,573;76,6655;83,4511;133,0615;208,9583;91,5831;124,3012;174,2235;162,4911;134,2023;210,2082;87,1464;233,5075;135,3649;187,4128;107,0433;100,8922
22,6155;117,2686;117,7158;64,7904;80,4588;215,8473;82,3285;123,6976;80,3552;90,5351;135,7425;197,5262;88,344;133,4694;173,402;160,7893;136,5227;197,6024;85,6853;231,2247;147,0974;194,4524;93,7685;98,1216
22,819;118,9796;123,0248;66,0013;77,5351;207,0345;80,9993;130,9854;86,7197;89,7236;142,0822;191,5285;78,5869;145,4339;180,1787;177,0697;145,8047;199,0065;88,1;233,8298;155,7606;194,9502;93,7376;102,0018
23,0226;117,8334;127,5677;71,6051;78,7702;206,4981;79,6021;131,7157;91,8503;89,508;150,1359;187,5236;71,9279;161,0681;180,6852;188,9713;154,2403;202,7492;93,9135;250,786;159,4863;195,2514;93,6382;107,9415
23,2262;117,6491;130,0196;72,2189;79,7237;206,3373;81,2603;126,9276;98,3731;94,7902;158,9586;179,953;72,4141;164,7712;188,0958;187,7094;161,2589;211,7996;101,3815;254,4726;178,7393;206,8144;94,5084;120,4121
23,4297;124,48;138,6825;76,4025;79,0512;201,6759;83,7034;119,6623;110,09;92,2132;169,1779;178,5426;78,4257;171,7501;196,6802;190,8465;170,4109;221,0135;106,6746;263,4812;190,4559;219,0973;94,8204;125,5531
23,6333;134,2187;153,531;84,6951;81,452;204,8361;82,6932;112,4699;121,4992;91,8066;183,845;180,6942;85,0877;193,0297;196,7774;210,2745;184,3314;221,4755;113,9262;291,2864;206,5167;224,4081;108,3196;122,4403
23,8369;146,159;169,8571;87,0527;83,4763;201,1383;81,8209;112,3393;132,5591;96,1272;198,2545;181,1868;81,1737;204,9783;207,5978;221,4659;204,1767;228,8014;124,7399;311,8316;226,6102;229,8659;114,5737;128,9983
24,0404;161,8834;182,3055;88,6715;87,4614;202,4809;82,5253;116,1848;138,2347;103,7302;214,3857;185,2579;83,3601;227,2715;229,4903;241,5034;222,3268;246,8362;135,4632;326,1499;245,8319;233,0736;129,8005;126,5213
24,244;176,464;196,3932;98,8216;94,5766;213,8087;82,2423;112,8861;148,514;109,7855;234,6852;197,0089;86,6433;259,5027;246,1543;268,6408;242,4709;266,9832;150,6084;348,7529;269,5665;241,6808;139,6929;130,764
24,4476;195,9977;220,7367;108,9601;103,8605;219,7867;87,446;118,2505;156,9646;116,0039;263,438;212,4298;92,6657;268,0112;259,9795;272,5777;269,3318;294,2118;163,2842;372,4045;299,962;246,6176;149,5895;134,9061
24,6511;222,0166;247,5913;120,331;112,3068;222,868;91,2691;116,1;166,0802;129,2062;284,7132;232,9918;94,3936;280,94;276,3512;289,6155;299,9583;334,2616;173,336;401,9426;330,0282;247,2923;173,7148;139,552
24,8547;250,9599;272,5479;132,4782;125,1302;231,625;92,8401;114,3352;178,0216;141,6589;307,2383;259,1799;91,2372;309,7595;296,8603;306,3069;337,8972;384,2411;191,6614;432,4065;359,0016;241,0588;199,7359;143,9411
25,0582;281,1969;297,7241;151,4559;139,37;237,2429;93,3989;121,453;192,3616;149,4131;350,8235;283,7324;87,3007;340,4301;319,0113;325,1701;373,9753;441,6712;219,965;459,404;386,4765;236,529;221,4368;148,3344
25,2618;312,8966;330,1701;174,0702;150,2582;244,5589;95,7551;131,034;209,9161;159,1228;382,4196;306,563;93,8704;358,7667;341,4341;365,5425;416,3948;509,2347;247,0964;489,7356;416,3087;239,8025;237,8678;157,2137
25,4654;347,8743;376,6012;195,3054;164,8391;258,0042;105,1736;139,682;226,9405;174,2827;422,428;334,1862;103,652;398,0545;369,8975;395,4627;466,712;590,9482;269,9198;523,2619;450,8092;246,1715;248,354;168,5672
25,6689;382,4173;425,3643;218,3734;185,0723;274,2963;115,1831;146,7078;244,8092;191,9074;464,2972;368,5548;118,8298;425,8711;395,5321;413,5001;525,3458;685,9127;299,8915;567,3624;471,3697;260,7459;275,2644;180,8907
25,8757;433,3162;468,8153;244,546;203,5842;284,793;120,6138;150,758;269,7418;203,0341;496,8666;406,6957;126,3874;453,4857;418,9882;458,4068;576,8005;789,7227;338,0104;619,8965;499,3907;272,4158;307,6318;195,8204
26,1011;509,2815;514,8056;277,4443;223,2556;291,4879;134,2135;154,6603;294,5269;217,4662;534,7376;442,6051;132,1048;450,2542;449,4047;495,6197;620,7429;889,7678;381,2956;676,2066;521,7264;272,3762;308,5581;203,5684
26,3607;542,4481;556,0293;320,8063;247,1308;304,6807;153,4508;166,7047;319,6281;246,1125;566,3005;477,184;148,7609;477,7819;477,5392;502,9426;669,1783;989,0965;431,9144;747,2123;520,4796;284,0616;320,3368;206,4717
26,6232;605,8779;584,8958;371,488;271,5435;310,4054;173,4287;187,028;349,7885;271,4146;602,4738;515,7597;161,9521;466,0448;511,4112;529,292;713,6953;1083,4544;464,207;815,2287;544,2876;294,1046;341,4428;213,5962
26,8858;586,9547;623,0129;415,4671;297,1401;318,7325;194,2217;201,987;354,5117;294,9173;630,5571;540,6254;176,7568;453,1222;547,5008;568,1838;756,0474;1163,3446;499,3156;877,8966;531,2513;301,1934;364,021;221,2115
27,1484;612,4895;674,9769;442,8663;322,2238;330,2216;228,7957;213,12;358,0358;324,9728;638,8214;565,9666;194,0218;424,0014;567,2132;582,9382;779,5463;1241,0158;527,5222;959,3824;526,2107;316,5559;388,285;227,4536
27,4109;622,462;702,8113;483,9242;352,053;336,2362;267,7357;223,5476;350,8089;349,4579;633,3219;596,6061;215,1423;420,4585;591,7545;586,2299;790,2816;1273,8486;549,037;1045,159;530,5208;337,5133;418,6925;234,2633
27,6735;655,814;725,0185;523,6591;381,1369;335,9324;307,8314;250,8309;344,4195;372,0949;612,5604;626,357;241,877;408,5422;606,9426;597,9178;800,7154;1281,679;551,3384;1121,962;498,8954;333,5164;426,3707;243,6505
27,9361;686,0861;742,9955;548,7904;395,2847;334,1059;343,3613;277,3318;326,1591;392,1981;586,6898;652,6141;265,546;382,6888;621,3931;602,0465;789,6116;1227,8143;542,4578;1182,0828;478,8349;334,9518;439,2261;246,5019
28,1986;688,2423;752,9609;567,851;407,7118;337,3516;385,4524;300,9719;326,7219;415,2163;560,6517;664,3048;291,3621;345,5299;638,2803;579,4589;751,4621;1155,4984;533,0909;1219,0105;469,1322;347,9438;454,5186;250,4591
28,4612;677,2702;744,0664;586,9207;418,955;328,7089;422,5318;329,8235;317,9604;429,0422;536,7668;682,4999;321,5307;332,9649;654,0339;581,5043;713,0472;1113,8628;524,2864;1247,9262;451,4638;347,7415;461,3313;246,057
28,7238;667,5971;732,06;595,285;428,0024;309,0971;455,5864;349,848;298,0102;441,976;506,7508;695,5544;344,3292;318,7503;665,1811;574,7365;680,5226;1104,7251;505,4398;1250,959;408,7487;330,6226;466,2795;242,0523
28,9863;639,9134;708,156;589,04;432,273;293,7364;465,3624;371,2532;307,769;472,9965;467,8934;698,2834;390,1888;300,7465;661,6305;554,656;644,6524;1081,3862;476,7406;1245,1467;388,7658;319,0868;464,6474;236,9906
29,2489;621,9013;684,4896;584,2951;431,4543;287,7339;465,2429;415,2414;301,9358;486,5467;435,3577;693,8035;412,4717;290,4635;660,0833;536,0839;612,219;1030,5636;451,3731;1257,8131;374,4751;309,8097;471,8452;225,9688
29,5114;608,4215;662,3597;575,4434;432,8091;287,1605;461,2696;458,6834;282,7403;497,2228;413,0725;691,3276;429,0065;273,02;656,2365;500,6582;581,8877;992,2277;431,3096;1205,9675;356,8226;300,6035;450,0872;213,7052
29,774;584,0657;640,6051;559,1276;433,1659;289,171;449,5023;483,2732;264,7237;502,3545;394,2748;668,5187;455,8331;258,0771;646,8566;493,8201;549,0466;955,0262;411,8125;1145,6795;333,0474;292,2434;419,0881;201,5371
30,0366;564,6658;607,2982;542,9332;433,7082;294,6064;430,2101;491,7319;251,5619;508,3174;376,2017;641,7093;459,8675;241,1513;630,425;492,9371;509,5963;920,4158;395,2934;1073,5235;316,2816;283,2565;392,2706;189,3741
30,2991;544,8656;566,9963;520,4742;430,8792;311,5561;405,9787;505,4581;231,584;494,7004;345,0604;630,2973;466,1068;220,8481;611,5055;476,7009;475,7715;881,0988;374,1817;991,4846;304,9986;275,6711;364,3708;178,7208
30,5617;505,3088;533,6463;489,7344;420,0618;337,6616;381,5509;507,7033;214,6961;471,8173;316,0126;617,5574;463,7399;216,4794;596,974;442,9896;445,3383;821,7659;354,1175;904,9166;288,5843;273,1991;335,3741;168,2025
30,8243;464,3237;498,4474;459,0915;402,9817;374,4938;358,2958;518,4595;204,0756;448,3735;294,8431;591,7257;463,0644;215,6575;577,8645;415,7191;409,9764;753,6204;337,2287;817,7297;269,9186;271,7731;310,6807;156,1724
31,0868;430,0333;462,3723;426,6267;388,2618;421,6857;336,6165;519,8305;187,8416;431,0911;284,9149;564,9643;461,094;214,7838;555,1222;409,8231;380,1163;691,6921;311,2923;741,6751;253,5311;268,1574;293,2836;141,1236
31,3494;384,6167;423,3303;393,8821;377,2171;483,1114;315,5105;519,0733;172,6487;413,7243;267,4398;541,5404;465,0266;212,3424;537,2927;379,4541;357,3071;627,6574;283,9672;673,3568;237,3405;265,2979;265,9185;139,8493
31,612;348,0875;389,0493;351,0413;349,3243;548,1419;300,3009;527,2118;160,1158;386,818;248,8589;518,8362;456,8136;204,988;520,2052;349,463;337,3456;561,9313;262,802;614,2034;228,1194;250,3764;236,2625;136,5107
31,8745;325,8414;351,9893;314,4859;314,934;620,3542;288,9296;529,6062;146,9842;353,4552;238,6514;494,349;440,0328;199,1984;496,7712;342,8335;320,1747;505,6104;242,085;561,9075;223,5321;253,1637;218,3891;134,3252
32,1371;309,6542;324,6439;280,0611;293,6943;696,6809;277,2783;506,3563;132,8753;308,7529;226,8443;451,6732;421,1437;194,6424;482,9693;325,6584;299,6416;456,0969;220,796;516,5502;213,01;244,1827;192,826;126,1961
32,3997;293,2201;302,8345;250,5862;272,1218;768,8084;257,9488;468,0424;128,6562;278,9402;220,5194;432,7199;404,7228;191,4145;453,0674;318,1308;280,0157;410,2258;202,0526;482,3662;203,1829;241,3946;165,8278;118,0387
32,6622;265,7729;281,3443;229,438;254,7126;822,7638;241,0171;442,0581;125,0255;247,595;212,8542;407,1237;372,9177;192,3894;422,5075;306,9676;263,0765;369,6167;184,7334;450,7762;189,2333;240,1355;151,5968;109,9842
32,9248;249,1871;259,3476;209,4727;231,5511;859,2746;230,4397;418,0779;130,9227;218,6965;198,391;371,7051;343,0091;192,6037;395,017;303,5486;249,0168;340,7098;175,5726;426,0775;174,142;241,3904;145,849;105,8778
33,1874;229,5629;249,5972;193,0339;212,6912;872,2394;219,9652;390,6907;122,9713;193,9808;183,4973;349,4754;317,5176;190,9957;363,5556;299,2489;234,939;315,1615;163,0051;406,886;167,6959;241,5864;132,3168;104,3075
33,4499;205,0733;234,99;174,4499;191,0956;839,6595;203,7294;362,5778;116,2127;174,3329;168,6945;320,8667;287,4382;191,303;348,6201;285,881;225,8437;298,104;153,0214;389,8153;162,2853;238,5376;121,6182;102,2215
33,7125;200,5317;224,0032;158,7552;176,6562;787,871;183,2247;348,8987;113,3318;158,1224;163,8569;302,206;260,9481;190,636;337,0904;283,0419;223,9718;278,8272;145,8426;377,8435;155,7477;234,7709;117,1798;98,4328
33,9751;195,255;214,6987;150,1766;163,6286;730,3218;167,8027;326,9192;105,0634;145,8743;165,6899;289,3782;230,8873;189,1238;323,3669;298,0936;220,299;261,7268;137,2994;366,5791;151,7832;229,2018;119,1742;94,9733
34,2376;192,1594;205,1114;145,9844;149,4277;668,1509;157,9088;307,4656;99,9264;134,8184;164,3957;273,8645;207,0507;191,9642;313,6518;297,0312;211,183;253,2584;137,1744;360,7569;150,2207;225,5723;107,8899;92,7727
34,5002;183,1214;202,2264;143,9613;143,7951;601,1845;149,0681;272,8996;99,2479;129,3363;160,195;262,954;197,2211;193,0855;312,433;291,256;207,1943;241,85;131,9206;347,1662;140,5148;221,9778;102,2311;89,0541
34,7628;173,8433;196,2252;143,2698;139,8118;529,5831;137,6809;249,8853;107,8409;125,4046;153,7294;257,3414;183,4185;188,7125;311,3902;287,8433;207,7403;224,5271;135,0115;341,1665;138,1244;217,3172;99,1708;86,3966
35,0253;174,5681;189,7431;143,2996;132,6111;460,8918;124,1938;242,6666;107,3119;117,8424;147,3504;247,895;175,424;193,1782;308,8982;289,6348;211,2424;219,8546;129,3977;321,9773;132,066;218,7233;97,68;83,9085
35,2879;171,016;183,858;142,6197;126,4646;408,815;114,7344;226,8873;102,9863;113,9774;141,0536;240,3563;164,8357;200,3716;308,0663;290,5371;206,3917;223,1814;122,0473;316,3496;125,5113;217,5573;97,603;85,9467
35,5504;161,2583;182,3145;140,232;122,6889;359,2034;110,0847;211,1124;107,4559;114,2006;148,6806;239,5331;153,7009;197,1626;297,5577;289,1497;201,3682;215,9323;116,5282;314,617;129,227;208,5847;95,8547;82,7406
35,813;164,6318;184,1537;143,5154;121,5736;316,8923;102,7242;203,7182;108,1985;111,0811;145,7493;239,3177;145,6865;193,882;306,4063;296,174;204,1473;204,1477;114,1817;327,3787;123,9418;200,3187;96,3284;80,9166
36,0756;172,0664;183,1635;143,974;120,2514;285,8691;93,8405;189,0481;104,5098;108,5798;149,2413;233,5536;145,9634;191,4316;318,9749;299,2911;205,3821;202,3812;116,5649;326,4369;121,3832;195,1457;94,2501;77,3714
36,3381;167,0171;184,0682;145,572;115,9062;259,075;91,7154;190,0462;108,3733;105,7241;152,0501;223,2003;145,9618;190,5574;315,268;294,4499;198,7494;207,8689;119,296;318,4304;128,586;194,5394;93,6696;80,7359
36,6007;161,9521;179,9716;145,4832;114,7576;235,3452;83,7567;184,3787;119,2273;101,6933;143,6085;215,2827;141,2968;181,8193;322,2337;295,838;195,2247;221,4721;116,8219;305,5179;133,338;194,8581;95,9018;75,9322
36,8633;155,6712;177,5718;150,2728;117,8699;217,7441;80,0563;177,8538;130,6719;101,1194;145,0679;211,2263;137,3249;177,0808;322,409;290,983;196,1446;223,101;112,0316;305,638;131,8742;186,3162;91,9648;77,4403
37,1258;158,5708;183,1269;151,3045;118,2964;201,5399;78,5127;178,851;140,1214;102,1117;141,9501;205,7897;138,4664;183,3184;320,865;285,51;201,1454;234,6696;112,1268;316,2785;124,9384;171,1335;91,0924;77,9669
37,3884;171,1438;183,723;149,861;117,5557;188,5376;73,7023;177,143;149,9979;102,0246;143,7133;205,773;142,0479;179,9173;321,3773;292,3497;204,779;244,3995;119,3049;317,0929;120,648;165,115;93,5487;72,453
37,651;169,0796;191,7515;156,3794;112,8887;182,1711;67,1001;172,2318;158,5287;102,3794;149,3939;210,9172;141,2844;178,7311;320,4851;291,7362;215,4182;260,5379;128,7679;316,996;121,3389;167,4447;96,2035;70,2046
37,9135;168,1572;199,2895;163,0038;116,1618;172,7902;62,29;170,8301;154,6415;103,0188;159,018;213,0896;135,0453;176,1047;318,0701;293,3948;216,1458;282,1625;129,3359;323,335;127,7277;160,9013;98,5802;73,1711
38,1761;171,4639;201,3009;166,0228;115,7774;162,4029;61,8956;167,89;158,1121;104,0647;163,236;203,7161;128,5853;170,429;313,5861;298,444;214,2772;307,1402;129,7772;331,549;132,1684;162,4479;97,8117;75,8482
38,4387;180,7425;204,0859;168,4462;113,0061;154,7818;62,5985;161,3873;164,366;106,8895;158,4921;200,447;125,8122;165,2177;313,2719;279,6476;213,7196;337,1373;130,3191;340,5746;129,6261;159,5811;99,6587;72,4915
38,7012;192,6246;210,5628;172,1536;110,9076;147,3789;61,9545;162,8813;169,3981;109,2178;157,6331;203,5249;125,4862;160,007;310,8403;265,3594;215,3073;364,7027;137,085;347,0154;128,1144;148,6661;95,6873;65,2551
38,9638;201,4328;218,4239;174,775;117,7297;145,143;61,7368;165,6771;175,3343;108,4555;157,7975;208,9092;131,1271;152,9328;308,4299;260,3666;217,0276;391,6128;133,3125;351,7394;131,063;145,0985;97,8845;62,9088
39,2264;200,1503;219,2528;176,9121;126,4768;143,7284;62,016;170,6521;159,549;107,0443;155,5463;209,306;136,7743;150,3969;303,9587;257,4199;217,8186;419,2992;133,7311;362,8845;132,158;144,5719;104,5336;61,1605
39,4889;202,5058;216,4187;178,9316;129,1676;144,2072;63,1629;167,9369;148,0652;110,6316;161,2029;217,9879;145,912;146,355;296,862;250,4874;223,3816;440,7511;134,9021;374,7383;126,5582;142,2327;104,0491;62,8151
39,7515;205,6612;212,9545;177,8659;131,6363;145,227;64,3058;171,0159;148,1066;110,7892;153,0938;215,6465;144,6746;141,5039;296,6317;250,8997;229,0799;454,0538;143,78;379,4192;120,8084;137,9473;103,9251;59,4258
40,0141;201,3168;210,8861;178,5496;129,8396;146,6211;63,9633;170,7361;137,7458;111,2282;144,4834;218,9024;139,718;137,7916;288,7136;250,8791;219,2323;459,3415;144,6412;382,2013;124,4665;136,9956;104,1765;63,3713
40,2766;195,1376;209,2781;176,1897;133,6613;150,9077;62,6512;172,0045;132,1481;111,8227;146,8892;219,1565;141,4039;133,024;280,0941;246,9892;206,3882;459,4789;140,7266;380,8363;123,9383;135,4752;103,6131;64,3302
40,5392;189,8683;204,8704;177,9303;135,3963;157,6147;58,9289;173,4165;123,3202;109,987;144,9988;213,1531;151,0525;129,999;279,6085;240,5956;205,3161;464,4447;135,3773;384,3632;121,1812;130,5948;96,1513;61,9816
40,8018;182,8902;198,3021;171,7861;133,9565;164,4508;62,4099;172,679;112,0118;103,9522;138,7149;209,8875;158,1695;127,3981;281,1882;231,151;206,7458;440,2445;130,7163;395,864;116,5513;127,5844;93,4172;60,1504
41,0643;175,9358;192,2764;159,7154;135,1128;161,1866;65,0342;174,4153;111,876;97,0001;140,3607;213,3112;153,5881;124,0754;280,7733;220,1846;207,3948;422,6413;130,0115;391,7185;112,5804;127,1292;92,0298;56,7388
41,3269;169,3406;186,8001;155,7441;137,254;161,2099;65,6245;179,8838;107,6627;94,9536;140,0662;214,7326;159,5011;117,4275;296,0501;214,5913;195,4597;400,0602;128,9561;371,6025;106,9135;126,0299;92,0911;55,9598
41,5894;162,7083;178,9843;150,2246;136,2441;164,4484;69,5342;184,063;98,547;93,4111;128,1149;207,8602;171,0288;113,679;288,5296;213,6006;187,1198;380,4738;124,5099;360,5032;107,1334;123,1122;83,6202;56,2266
41,852;155,1269;172,2843;145,7204;130,4654;165,5916;65,8794;185,4636;90,2837;90,9956;116,9099;200,3916;173,5255;117,2471;263,4847;215,021;184,8816;355,2907;121,122;349,3567;105,98;115,1996;74,9727;54,7277
42,1146;152,1462;173,3175;133,3379;122,7748;166,3031;64,3037;183,8146;85,5733;91,0296;116,175;199,8685;174,0179;123,8197;252,1222;216,4424;180,5828;335,6148;117,9461;334,8872;106,7071;108,0372;76,3781;55,01
42,3771;145,4775;166,8483;133,1142;117,1432;164,7611;62,8765;186,1281;86,701;91,0904;114,9328;201,4086;166,5701;125,942;245,2611;205,733;175,4598;318,6585;115,0998;326,2571;100,7224;108,5382;77,1681;51,3162
42,6397;147,0993;155,3365;128,5374;114,922;168,5057;64,762;183,7539;85,9983;86,5278;110,2052;197,5081;161,287;121,3473;237,6818;193,0249;172,5444;303,0893;111,6082;318,1924;96,6919;113,5036;74,1186;47,909
42,9023;138,2033;154,7141;118,1074;110,2705;168,925;65,4684;182,6839;84,8189;85,9703;109,2879;192,0174;155,4308;116,629;239,1067;196,7848;169,3505;300,5204;109,3949;314,9216;92,7726;108,8916;71,5313;51,2569
43,1648;132,6744;150,2687;112,3871;109,3892;166,259;61,3744;188,983;81,9495;81,7055;107,3254;190,3363;151,6205;112,5298;230,052;196,6218;172,3808;290,9017;110,5359;298,9496;97,3978;107,8317;70,0217;51,5853
43,4274;136,0616;147,3731;111,0244;105,7724;168,0054;59,7901;187,7649;83,3778;79,4264;109,2538;180,4161;145,3957;110,9557;220,8892;193,4869;171,3028;270,9613;104,2905;289,7756;207,7477;105,5682;71,9832;52,6477
43,69;130,811;143,3504;109,0001;106,2477;169,5501;56,3822;181,3759;81,2434;79,3321;108,841;183,4236;140,8495;114,6429;222,5442;193,0359;160,3457;260,074;97,3104;284,7576;179,5257;105,5658;70,2284;57,783
43,9525;122,8765;141,289;105,1176;99,3231;166,4581;53,7619;174,5734;86,5766;76,0494;102,7212;175,7885;136,315;115,202;223,4532;186,5564;156,4728;250,0105;89,6722;277,0441;175,8336;108,1133;64,1781;57,2471
44,2151;114,1113;137,5666;100,5844;99,8578;167,3509;54,2258;174,3393;87,411;72,5192;99,3265;166,0189;125,2604;118,0756;221,2049;194,4573;152,7073;238,1005;87,7737;268,0561;122,3154;113,5062;65,4448;56,2062
44,4777;116,686;132,434;97,4985;96,1519;168,7568;53,4736;177,2212;85,7454;71,6549;94,7348;164,6918;115,0142;117,2167;208,6457;197,5206;150,8521;233,5519;89,1166;259,2057;81,1372;104,5004;71,5813;55,1318
