MW;24-1;25-1;26-1;27-1;28-1;29-1;30-1;31-1;32-1;33-1;34-1;35-1;36-1;37-1
30,6327;275,0344;129,2616;185,6469;610,0573;395,6615;397,74;323,991;345,3429;77,0829;296,8229;340,145;299,8537;269,5217;280,9226
30,8709;259,8459;113,4377;173,0835;577,6814;382,9448;366,6934;298,0857;316,2622;75,2285;270,4862;305,4905;283,2089;248,1537;265,9104
31,109;255,2532;102,569;165,0514;553,8917;377,3084;341,6311;277,2269;289,0156;65,4813;246,868;272,1747;278,7529;226,7206;256,2679
31,3472;248,6604;93,612;158,9361;529,787;367,1126;312,0722;250,0523;266,7168;57,3459;227,4538;242,166;255,4432;210,3026;234,9437
31,5854;236,2441;86,5891;147,7078;485,0623;363,5905;287,7064;242,2692;249,1249;50,204;209,5361;224,6184;238,1996;198,5955;214,5061
31,8236;224,3522;80,2127;138,4539;454,2247;353,4843;269,3391;224,0317;235,6272;43,6807;193,9636;214,0352;210,3205;189,1798;212,5104
32,0618;217,4646;79,3573;134,0461;434,8908;334,7477;249,6926;211,219;222,8154;37,5932;179,818;196,6932;191,8854;177,5854;195,9208
32,3;208,4283;73,0421;127,4338;409,0422;316,2594;233,0039;198,7699;212,7945;34,9174;169,6102;189,2411;187,6939;175,2927;179,896
32,5382;194,5673;60,835;120,896;387,5244;306,8492;217,0623;187,7992;202,8925;32,0396;159,7333;180,9025;175,7438;162,4496;178,6737
32,7764;187,3015;60,3745;119,2972;372,9276;299,8899;208,0941;179,7699;191,9714;37,502;152,5628;176,8815;165,7681;153,6552;178,9259
33,0146;188,2958;58,4234;114,7845;354,211;290,6655;207,8787;180,951;184,2289;32,4707;138,3709;178,0564;157,0456;144,0301;171,4998
33,2528;180,8503;61,5959;108,4106;351,7053;288,2437;188,4816;174,7;173,7335;30,9986;133,108;172,4304;157,8346;133,1958;176,1034
33,491;171,5799;61,4436;103,354;347,5023;278,9945;167,7405;166,8891;163,1829;29,9519;134,9121;171,4699;149,0382;137,8082;169,9264
33,7291;161,7981;60,3613;97,3983;324,2013;275,8346;164,136;163,0659;154,7103;22,7925;130,7128;173,5133;135,9296;135,8803;151,3651
33,9673;159,2336;53,1352;97,9169;309,1856;277,2752;161,979;161,9016;150,018;18,3435;128,1961;179,4488;130,8002;132,468;147,6187
34,2055;152,1258;51,6682;93,5839;296,0573;265,304;153,9265;161,5193;145,6654;21,7083;125,6985;185,4147;120,506;124,0749;150,5687
34,4437;140,9881;48,0142;88,0508;283,3335;261,3184;146,6065;166,1412;139,4357;19,5806;121,9468;190,2603;120,6463;123,7307;145,7258
34,6819;140,3919;52,0071;87,1512;274,6623;255,0931;143,3286;167,0771;131,6209;17,0375;122,2009;197,691;117,7346;123,0863;144,1415
34,9201;138,6817;53,2176;86,907;262,2545;251,1214;138,006;163,0084;129,7856;18,944;123,6695;199,212;112,925;123,7665;154,2076
35,1583;139,0927;51,6027;81,89;249,945;244,3267;134,2379;165,0202;130,9037;21,2241;119,4523;204,537;111,2068;120,069;146,2536
35,3965;139,1947;54,08;85,1787;240,7589;239,1689;129,4124;169,449;127,5861;23,5062;119,027;217,2151;115,3014;122,6213;144,2597
35,6347;135,33;55,3448;89,6791;228,4273;224,5821;123,5253;173,293;123,4716;25,6736;125,8255;224,7379;121,2457;123,4234;144,5355
35,8729;128,2406;56,4733;88,331;223,3696;215,4339;126,3406;174,1968;127,6933;22,0829;132,3354;234,4582;124,2869;117,7604;157,7617
36,1111;121,8415;59,2537;86,0734;215,5583;208,8664;123,589;168,8777;127,5564;21,743;135,3816;236,0135;109,5246;119,6982;159,0622
36,3492;122,8269;61,9851;84,3104;209,627;206,7969;112,5081;167,9253;120,9446;24,6588;138,1623;246,7807;109,9377;115,6515;149,5687
36,5874;125,8054;65,0684;84,6035;210,0165;200,1374;110,3649;171,2064;120,3057;24,4194;145,9307;264,2835;118,6128;105,2417;151,3212
36,8256;122,5426;66,3601;82,4593;208,8594;196,7545;120,0988;166,6455;124,5649;24,5188;155,019;257,4237;125,0429;107,2846;155,3235
37,0638;116,2598;69,428;83,563;206,0754;189,5049;127,0883;166,6003;132,8365;26,4561;162,333;257,626;125,8837;111,2405;164,0584
37,302;113,9783;71,1204;85,4254;200,0683;184,1113;123,6047;173,4471;136,1217;27,7352;170,4246;265,8144;131,9526;102,6454;163,5362
37,5402;115,7254;72,6265;82,8058;194,8731;180,3616;116,4535;169,5994;130,2408;26,0733;179,8728;274,0591;141,4973;100,5169;172,1869
37,7784;115,9401;77,1483;80,9749;195,0483;175,3725;116,5741;164,8285;131,6136;24,8841;189,5165;279,622;139,3243;111,1185;168,4121
38,0166;113,0234;77,0742;84,7852;196,393;171,297;122,1517;161,604;134,3712;25,6588;190,4561;285,099;139,329;106,4961;168,2693
38,2548;112,4114;73,4243;88,3353;191,0849;167,9835;123,6772;154,7238;132,6405;24,3637;198,8792;285,6304;144,8033;108,3439;180,9545
38,493;112,0903;77,8146;86,1037;187,1061;160,92;127,077;153,4065;138,1384;24,0984;204,4156;290,0037;149,4546;101,5421;185,1692
38,7312;110,2981;76,5135;85,3322;189,7298;151,8008;129,3344;151,7416;135,1819;21,8374;202,053;289,3466;159,5214;98,9835;179,5299
38,9693;107,2535;72,6448;80,3099;189,8781;146,2303;129,784;151,3162;136,0822;17,7382;203,5024;280,3552;158,8736;111,405;173,8859
39,2075;104,4757;65,2952;79,9597;187,1445;140,5708;118,6567;149,9637;141,6976;19,3877;200,2032;270,9298;148,942;103,8486;163,5116
39,4457;107,998;69,5743;77,0371;185,7157;138,9449;117,3521;146,1951;138,1771;18,986;196,5714;255,4492;147,99;102,6572;161,6502
39,6839;106,5106;66,8204;74,9054;185,32;137,1711;127,5854;137,2712;127,9632;20,3566;188,6322;245,0783;142,2064;112,6944;160,9832
39,9221;104,7015;63,79;71,5232;185,2389;132,1693;131,4445;131,5427;131,719;19,2056;186,6463;230,0399;137,8088;109,3753;147,654
40,1603;103,4593;60,324;74,3955;184,653;127,8278;117,3253;128,0061;128,1532;16,8451;173,7738;215,0351;131,3;102,4133;149,8858
40,3985;105,5692;56,8144;77,2539;186,4173;125,5434;115,6848;129,8231;117,9552;19,3459;165,092;199,9011;130,5114;94,494;142,4071
40,6367;104,0875;56,428;66,9466;188,3211;124,385;119,3216;132,7191;113,6532;19,0017;157,4703;189,1651;124,962;96,2151;131,0427
40,8749;95,8076;53,1216;66,9806;186,1846;122,0179;109,0022;127,7702;108,7007;17,7788;150,6626;180,1274;118,7365;96,8298;126,0575
41,1131;94,4077;45,2764;73,7233;186,0391;118,5268;105,655;121,4325;103,8334;13,9281;147,2479;168,4137;118,7803;91,3387;126,4527
41,3513;93,8681;42,5759;69,3584;184,644;116,611;104,3005;115,5115;107,561;14,9963;136,9624;160,3748;112,0296;88,1534;130,3295
41,5894;91,2496;46,5307;68,9597;183,231;114,6601;100,6311;132,9077;103,4898;14,9196;130,2769;161,7126;108,4992;85,1012;123,3085
41,8276;87,9553;48,4183;64,4191;185,4405;110,2168;87,1387;127,6391;100,5239;18,2371;126,7998;163,7537;101,5843;82,6875;115,4223
42,0658;85,4283;44,2003;62,3481;180,1195;105,3022;88,8295;131,2162;98,6406;19,1129;126,1126;153,4503;97,8523;84,6767;114,9223
